date,no tickets sol,sell_amt,purchase_amt,Ratio,no tickets sol * Ratio,norm_ratio,norm_ratio_cum_sum,norm_ratio*1000,no tickets sol_cumsum,actual_cumsum_ratio
2021-10-22,545,53.98222018348624,104.70526146972477,0.51556358702275,280.9821549273987,0.0019142116334290589,0.0019142116334290589,1.9142116334290589,545,0.0037058443545371095
2021-10-23,1012,60.04792490118577,111.74387516600791,0.5373710622795024,543.8195150268564,0.0037048105151700167,0.005619022148599075,3.7048105151700166,1557,0.010587155339475742
2021-10-24,699,57.35287553648068,111.00091511874106,0.5166883126605628,361.1651305497334,0.0024604640628009184,0.008079486211399993,2.4604640628009182,2256,0.015340155713460035
2021-10-25,2,168.68,168.68,1.0,2.0,1.3625147361572913e-05,0.008093111358761566,0.013625147361572913,2258,0.015353755142284023
2021-10-26,5,169.216,169.216,1.0,5.0,3.406286840393228e-05,0.008127174227165497,0.03406286840393228,2263,0.015387753714343998
2021-10-27,2,169.7,169.7,1.0,2.0,1.3625147361572913e-05,0.00814079937452707,0.013625147361572913,2265,0.015401353143167987
2021-10-28,196,77.22214285714286,123.87742007142856,0.6233754530294225,122.18158879376682,0.0008323710760930892,0.008973170450620158,0.8323710760930892,2461,0.016734097167918946
2021-10-29,18,175.44666666666666,180.01055555555556,0.9746465485048715,17.543637873087686,0.00011951732563944565,0.009092687776259604,0.11951732563944566,2479,0.01685649202733485
2021-10-30,186,374.3459677419355,114.69546415591398,3.2638253874892516,607.0715220730008,0.0041357194736295,0.013228407249889104,4.1357194736295,2665,0.018121238907965867
2021-10-31,4,186.82,177.2925,1.0537388778431125,4.21495551137245,2.871469498246177e-05,0.013257121944871565,0.02871469498246177,2669,0.018148437765613843
2021-11-01,6,209.71,228.81999999999996,0.9164845730268335,5.498907438161001,3.746171208629651e-05,0.013294583656957862,0.03746171208629651,2675,0.018189236052085812
2021-11-04,4,243.9,249.01999999999998,0.9794394024576341,3.9177576098305362,2.6690012380432366e-05,0.013321273669338295,0.026690012380432365,2679,0.018216434909733792
2021-11-05,40,78.80499999999999,95.01775,0.8293713542995913,33.174854171983654,0.0002260061383959846,0.01354727980773428,0.2260061383959846,2719,0.01848842348621358
2021-11-06,28,59.21999999999999,80.02461907142857,0.7400222667369557,20.72062346863476,0.00014116077409190734,0.013688440581826188,0.14116077409190733,2747,0.01867881548974943
2021-11-09,204,57.37,104.49062745588235,0.5490444587886368,112.00506959288191,0.0007630427892231227,0.01445148337104931,0.7630427892231227,2951,0.020065957229796347
